local_timestamp,datetime,node_id,pm_pct_fs,epoch,julian_day,CO2_QC_level,PM_QC_level,CO2_ppm,PM_ug/m3
2017-11-24 09:00:00,2017-11-24 17:00:00,56,0.18427,1511542800.0,328.7083333333333,1a,2,444.1,3.9362288999999997
2017-11-24 10:00:00,2017-11-24 18:00:00,56,0.15531,1511546400.0,328.75,1,2,-999,3.3888849
2017-11-24 11:00:00,2017-11-24 19:00:00,56,0.1673,1511550000.0,328.7916666666667,1a,2,462.0,3.6154959
2017-11-24 12:00:00,2017-11-24 20:00:00,56,0.15285,1511553600.0,328.8333333333333,1,2,-999,3.3423909
2017-11-24 13:00:00,2017-11-24 21:00:00,56,0.13054,1511557200.0,328.875,1a,2,437.0,2.9207319
2017-11-24 14:00:00,2017-11-24 22:00:00,56,0.16896,1511560800.0,328.9166666666667,1a,2,437.7,3.6468698999999996
2017-11-24 15:00:00,2017-11-24 23:00:00,56,0.21751,1511564400.0,328.9583333333333,1a,2,442.6,4.5644649
2017-11-24 16:00:00,2017-11-25 00:00:00,56,0.12772,1511568000.0,329.0,1a,2,429.1,2.8674339
2017-11-24 17:00:00,2017-11-25 01:00:00,56,0.05802,1511571600.0,329.0416666666667,1a,2,415.5,1.5501039
2017-11-24 18:00:00,2017-11-25 02:00:00,56,0.09286,1511575200.0,329.0833333333333,1a,2,418.6,2.2085799
2017-11-24 19:00:00,2017-11-25 03:00:00,56,0.08432,1511578800.0,329.125,1a,2,425.1,2.0471738999999998
2017-11-24 20:00:00,2017-11-25 04:00:00,56,0.04416,1511582400.0,329.1666666666667,1a,2,432.0,1.2881499
2017-11-24 21:00:00,2017-11-25 05:00:00,56,0.09191,1511586000.0,329.2083333333333,1a,2,433.6,2.1906249
2017-11-24 22:00:00,2017-11-25 06:00:00,56,0.08849,1511589600.0,329.25,1,2,-999,2.1259869
2017-11-24 23:00:00,2017-11-25 07:00:00,56,0.05617,1511593200.0,329.2916666666667,1a,2,418.2,1.5151389
2017-11-25 00:00:00,2017-11-25 08:00:00,56,0.06794,1511596800.0,329.3333333333333,1a,2,418.0,1.7375919
2017-11-25 01:00:00,2017-11-25 09:00:00,56,0.11414,1511600400.0,329.375,1,2,-999,2.6107718999999996
2017-11-25 02:00:00,2017-11-25 10:00:00,56,0.11981,1511604000.0,329.4166666666667,1a,2,443.8,2.7179348999999995
2017-11-25 03:00:00,2017-11-25 11:00:00,56,0.15629,1511607600.0,329.4583333333333,1a,2,419.4,3.4074069
2017-11-25 04:00:00,2017-11-25 12:00:00,56,0.12822,1511611200.0,329.5,1,2,-999,2.8768839
2017-11-25 05:00:00,2017-11-25 13:00:00,56,0.11973,1511614800.0,329.5416666666667,1a,2,443.6,2.7164228999999995
2017-11-25 06:00:00,2017-11-25 14:00:00,56,0.09589,1511618400.0,329.5833333333333,1a,2,433.3,2.2658468999999997
2017-11-25 07:00:00,2017-11-25 15:00:00,56,0.12844,1511622000.0,329.625,1a,2,437.9,2.8810418999999996
2017-11-25 08:00:00,2017-11-25 16:00:00,56,0.11242,1511625600.0,329.6666666666667,1a,2,430.9,2.5782638999999996
2017-11-25 09:00:00,2017-11-25 17:00:00,56,0.09406,1511629200.0,329.7083333333333,1a,2,431.0,2.2312599
2017-11-25 10:00:00,2017-11-25 18:00:00,56,0.14792,1511632800.0,329.75,1a,2,445.2,3.2492139
2017-11-25 11:00:00,2017-11-25 19:00:00,56,0.15391,1511636400.0,329.7916666666667,1a,2,448.6,3.3624248999999997
2017-11-25 12:00:00,2017-11-25 20:00:00,56,0.20142,1511640000.0,329.8333333333333,1a,2,452.1,4.2603639
2017-11-25 13:00:00,2017-11-25 21:00:00,56,0.15693,1511643600.0,329.875,1a,2,442.1,3.4195028999999995
2017-11-25 14:00:00,2017-11-25 22:00:00,56,0.13945,1511647200.0,329.9166666666667,1,2,-999,3.0891309
2017-11-25 15:00:00,2017-11-25 23:00:00,56,0.10322,1511650800.0,329.9583333333333,1a,2,426.5,2.4043839
2017-11-25 16:00:00,2017-11-26 00:00:00,56,0.12873,1511654400.0,330.0,1a,2,433.9,2.8865229
2017-11-25 17:00:00,2017-11-26 01:00:00,56,0.1481,1511658000.0,330.0416666666667,1a,2,451.6,3.2526159000000003
2017-11-25 18:00:00,2017-11-26 02:00:00,56,0.12891,1511661600.0,330.0833333333333,1a,2,445.9,2.8899248999999996
2017-11-25 19:00:00,2017-11-26 03:00:00,56,0.11909,1511665200.0,330.125,1a,2,437.5,2.7043269
2017-11-25 20:00:00,2017-11-26 04:00:00,56,0.11359,1511668800.0,330.1666666666667,1a,2,429.6,2.6003768999999997
2017-11-25 21:00:00,2017-11-26 05:00:00,56,0.19144,1511672400.0,330.2083333333333,1a,2,434.6,4.0717419
2017-11-25 22:00:00,2017-11-26 06:00:00,56,0.19516,1511676000.0,330.25,1a,2,438.7,4.1420499
